iterations,error_feas_max,error_feas_mean,error_opt_max,error_opt_mean,error_total_mean
158,0.0011032550903725673,0.00046781026035240504,0.017889060262405096,0.004750638563559663,0.0026092244119560342
159,0.0010615349603313807,0.0005167430171608096,0.01686795630497314,0.004004666648682649,0.002260704832921729
160,0.000966744881711233,0.00019525704764462355,0.004662089723205532,0.0025918421716204726,0.001393549609632548
161,0.0010568487357009953,0.0002797088252043419,0.01477084312417107,0.004683766479288624,0.002481737652246483
162,0.0010602297444461993,0.0006707562540462892,0.004446866886271781,0.0018606260155367101,0.0012656911347914998
163,0.0010639381694226182,0.0006313490698144712,0.008709823759316677,0.004267920652052067,0.002449634860933269
164,0.001067179345601904,0.0006137019587736504,0.004104865095401823,0.0019141700056117567,0.0012639359821927036
165,0.0009760381184829793,0.000373830981204484,0.012399217397140729,0.00281201168749341,0.001592921334348947
166,0.001070395843542368,0.0005534292213942318,0.009154373018043747,0.003203131993577534,0.001878280607485883
167,0.0010699825314341676,0.000635878910022477,0.009134561500551985,0.0040897931327493284,0.0023628360213859027
168,0.0010841011105264865,0.0005189884412175954,0.013956565919937934,0.003944535981253412,0.0022317622112355035
169,0.0011040685738416065,0.0006145886707139223,0.009392597204295144,0.004225476581391031,0.0024200326260524767
170,0.0011090594839905795,0.000415654305738195,0.0062745112178476834,0.0020388666336027083,0.0012272604696704516
171,0.0011000587518105386,0.000565441928077387,0.011376344177118126,0.0025177646089396205,0.0015416032685085037
172,0.0010782217745099706,0.0006469827724819077,0.012220523239287259,0.0030175009555940308,0.0018322418640379693
173,0.0010439023736539795,0.000515223364712066,0.009773638407742903,0.003817804616253387,0.0021665139904827263
174,0.0010283083979165065,0.0005406680751981651,0.004004700755921176,0.0015667315138695851,0.001053699794533875
175,0.0010276542718164507,0.0006682635119655008,0.004260392204499582,0.001758681108789497,0.0012134723103774988
176,0.001026674221947706,0.0004276783846600044,0.011735035682445308,0.00483969426663232,0.002633686325646162
177,0.0008918147126641075,0.00045192717877098453,0.006229067153863019,0.0017096222382380066,0.0010807747085044956
178,0.0010172911029123137,0.0004911765394045721,0.011798330501649062,0.0036633891563839114,0.0020772828478942415
179,0.001015751162036426,0.0005741178688208456,0.00896484528991155,0.002035628549099193,0.0013048732089600192
180,0.0010226264951442845,0.000747153553070326,0.005511739935530087,0.001194372019801148,0.0009707627864357371
181,0.0010292308503593141,0.0006296651198901979,0.01012676643258461,0.005316507226418714,0.0029730861731544563
182,0.0010355612657497266,0.000561354335089094,0.010230126883344251,0.003960628921625161,0.002260991628357127
183,0.0009236199945929794,0.00029944194352143195,0.008603891417541643,0.0022425162422481464,0.0012709790928847893
184,0.0010474029840403217,0.0006480878752656795,0.010803088608149172,0.0036925621777699133,0.0021703250265177965
185,0.0010529166394205398,0.00035373672193704075,0.010820906667851711,0.003680745925894032,0.0020172413239155362
186,0.0013225424696581534,0.000448523176489802,0.02009085145477603,0.0038925532759606024,0.0021705382262252023
187,0.0012645347191317029,0.0003705775947272953,0.019392305346844146,0.005512184355489812,0.0029413809751085537
188,0.001185224476559688,0.0006601038562193903,0.017282798548095803,0.004573018043479681,0.0026165609498495354
189,0.001088596689008598,0.00024401159814299605,0.016200940647663357,0.004047900766053416,0.002145956182098206
190,0.0009788384908203153,0.0006423308562175012,0.015110546954132893,0.0038109482545421055,0.0022266395553798032
191,0.001038802253589403,0.0005331176113257563,0.015344432208253772,0.004603669086765431,0.0025683933490455936
192,0.0009511081582476122,0.0005033338640208541,0.007658288288203292,0.003489698957689194,0.001996516410855024
193,0.0009393328870502612,0.0003120517151966496,0.004174728149671017,0.0014060881679067892,0.0008590699415517194
194,0.0009306835434912148,0.00032843365544459827,0.007266240815333625,0.002320853611422073,0.0013246436334333356
195,0.0010510298380649787,0.0007358544195722979,0.00903052971543913,0.0030975269932320224,0.0019166907064021603
196,0.0010521448285589884,0.0005922982754311785,0.015105280979516125,0.005466793624308809,0.0030295459498699937
197,0.0010517820324374677,0.0005515801417155105,0.006472419522974309,0.0026796576281785103,0.0016156188849470103
198,0.00106231177606742,0.0004780909852089005,0.013146303502027711,0.0043619291275743145,0.0024200100563916073
199,0.0010826586748845172,0.0004161230630923852,0.009532489916125382,0.002880694561173924,0.0016484088121331544
200,0.0010399100991162506,0.0005179692110152646,0.012066341129337703,0.002920533593469017,0.0017192514022421408
201,0.0010800187380912885,0.000554715344184308,0.006388410580666903,0.0021295479218802335,0.0013421316330322708
202,0.0010642707206809064,0.0007388128687267775,0.00885540571429472,0.0030965832311437343,0.0019176980499352558
203,0.0010389889176423694,0.0005939281734813433,0.005197503618392586,0.0032927447359366356,0.0019433364547089896
204,0.0010242062067265124,0.0005381231723517536,0.01037464177480153,0.003001126348720651,0.0017696247605362024
205,0.0010174277377042117,0.0006072080908821486,0.0017836468144300877,0.0008450672365293399,0.0007261376637057442
206,0.0010107235880101046,0.0003419714411805973,0.008991641695891584,0.00279713495994532,0.0015695532005629586
207,0.0010069463840231563,0.00015886275491542402,0.011983119345521596,0.00435293610488015,0.0022558994298977867
208,0.0010022178369990808,0.000450569710821214,0.008320247260628173,0.002374795262724427,0.0014126824867728206
209,0.0009967144614109376,0.0005403064036522321,0.008934026423050176,0.0025050397150133733,0.0015226730593328028
210,0.0009909915491707767,0.0006000647210634688,0.007543869106821187,0.0014807741174931131,0.001040419419278291
211,0.000995315797487349,0.0006189995716909689,0.006846866657705009,0.0021865897894060337,0.0014027946805485014
212,0.0010020862869514222,0.0005664807296417763,0.009989492973341771,0.003292311365976003,0.0019293960478088895
213,0.0008762896842327743,0.0003407344086156345,0.00902004275223796,0.00279463303056733,0.0015676837195914822
214,0.0010148191736957972,0.0006710478294433964,0.00984694458861338,0.0028822296963662286,0.0017766387629048125
215,0.0010207773704407788,0.0005160594814075522,0.006164909588484381,0.002025521486817733,0.0012707904841126427
216,0.0008125017762489247,0.00036901852986896195,0.0075189890622647405,0.0022023059192917047,0.0012856622245803334
217,0.0013547582780047485,0.0004638345206207105,0.018830774795432666,0.004791887173812482,0.002627860847216596
218,0.0012706463444581708,0.0003723905600769992,0.005919402465417161,0.002067135927760839,0.0012197632439189191
219,0.001168773546255858,0.00031031501075829684,0.01782253799948107,0.004398923357466308,0.0023546191841123023
220,0.0010533792484891166,0.0002073084481294851,0.006264129058504793,0.002996269924296964,0.0016017891862132245
221,0.0010376704336779645,0.00041820350363958454,0.007253638574183568,0.002315585840874357,0.0013668946722569708
222,0.0009354270635312766,0.0002619200525136445,0.017230751733603968,0.004658917518293142,0.002460418785403393
223,0.0009074863925000282,0.0002664705799190773,0.006074209185923261,0.0020326231767278896,0.0011495468783234834
